instrument,direction,entry_time,exit_time,entry_price,exit_price,size_usd,bars_held,exit_reason,regime_at_entry,gross_pnl,costs,net_pnl,net_pnl_pct,running_equity,drawdown
SUI-USDT-PERP,LONG,2022-09-30 10:00:00+00:00,2022-09-30 11:00:00+00:00,0.4302779458992267,0.4287806601009512,19720.38071423909,1,SL,BEAR,-68.62319173321251,19.72038071423909,-88.3435724474516,-0.00447981069572674,98425.18826368183,0.015748117363181664
ARB-USDT-PERP,LONG,2022-10-01 05:00:00+00:00,2022-10-01 06:00:00+00:00,0.8745817881426788,0.876028975706945,19685.03765273637,1,REGIME_FLIP,BEAR,32.57321622675338,19.68503765273637,12.888178574017012,0.0006547195286784456,98438.07644225586,0.015619235577441432
SUI-USDT-PERP,LONG,2022-10-01 05:00:00+00:00,2022-10-01 06:00:00+00:00,0.4372908940713394,0.4380144878534725,19685.03765273637,1,REGIME_FLIP,BEAR,32.57321622675338,19.68503765273637,12.888178574017012,0.0006547195286784456,98450.96462082988,0.0154903537917012
ARB-USDT-PERP,LONG,2022-10-01 06:00:00+00:00,2022-10-01 07:00:00+00:00,0.876028975706945,0.878282068152018,19687.615288451172,1,REGIME_FLIP,BEAR,50.635331134014656,19.687615288451173,30.947715845563483,0.0015719382663738624,98481.91233667545,0.015180876633245497
SUI-USDT-PERP,LONG,2022-10-01 06:00:00+00:00,2022-10-01 07:00:00+00:00,0.4380144878534725,0.439141034076009,19690.19292416598,1,REGIME_FLIP,BEAR,50.641960653946335,19.690192924165977,30.951767729780357,0.0015719382663738624,98512.86410440523,0.014871358955947654
ARB-USDT-PERP,LONG,2022-10-03 08:00:00+00:00,2022-10-03 09:00:00+00:00,0.870409601820833,0.8712493961589188,19702.572820881047,1,REGIME_FLIP,BEAR,19.009566376663994,19.70257282088105,-0.6930064442170547,-3.517339844482632e-05,98512.17109796102,0.014878289020389785
SUI-USDT-PERP,LONG,2022-10-03 08:00:00+00:00,2022-10-03 09:00:00+00:00,0.4352048009104165,0.4356246980794594,19702.572820881047,1,REGIME_FLIP,BEAR,19.009566376663994,19.70257282088105,-0.6930064442170547,-3.517339844482632e-05,98511.47809151681,0.014885219084831916
ARB-USDT-PERP,LONG,2022-10-03 09:00:00+00:00,2022-10-03 10:00:00+00:00,0.8712493961589188,0.8685222701083403,19702.434219592207,1,SL,BEAR,-61.67122968112768,19.702434219592206,-81.37366390071989,-0.004130132500064458,98430.10442761608,0.015698955723839173
SUI-USDT-PERP,LONG,2022-10-03 09:00:00+00:00,2022-10-03 10:00:00+00:00,0.4356246980794594,0.43426113505417013,19702.295618303364,1,SL,BEAR,-61.670795840728914,19.702295618303364,-81.37309145903228,-0.004130132500064458,98348.73133615706,0.01651268663842944
ARB-USDT-PERP,LONG,2022-10-03 10:00:00+00:00,2022-10-03 11:00:00+00:00,0.8685222701083403,0.8667194407597832,19686.02088552322,1,REGIME_FLIP,BEAR,-40.86312744093555,19.68602088552322,-60.54914832645877,-0.0030757433753910947,98288.1821878306,0.017118178121694073
SUI-USDT-PERP,LONG,2022-10-03 10:00:00+00:00,2022-10-03 11:00:00+00:00,0.43426113505417013,0.4333597203798916,19669.746267231414,1,REGIME_FLIP,BEAR,-40.82934550982932,19.669746267231414,-60.49909177706073,-0.0030757433753910942,98227.68309605353,0.017723169039464703
ARB-USDT-PERP,LONG,2022-10-03 12:00:00+00:00,2022-10-03 13:00:00+00:00,0.8701200771355704,0.8710560421135137,19645.536619210707,1,REGIME_FLIP,BEAR,21.13218018025333,19.645536619210706,1.486643561042623,7.5673349619215e-05,98229.16973961458,0.017708302603854247
SUI-USDT-PERP,LONG,2022-10-03 12:00:00+00:00,2022-10-03 13:00:00+00:00,0.4350600385677852,0.43552802105675686,19645.536619210707,1,REGIME_FLIP,BEAR,21.13218018025333,19.645536619210706,1.486643561042623,7.5673349619215e-05,98230.65638317562,0.017693436168243787
ARB-USDT-PERP,LONG,2022-10-03 15:00:00+00:00,2022-10-03 16:00:00+00:00,0.8729690795267798,0.8722677076631954,19646.131276635126,1,REGIME_FLIP,BEAR,-15.784343373521834,19.646131276635128,-35.43047465015696,-0.001803432653038104,98195.22590852546,0.018047740914745373
SUI-USDT-PERP,LONG,2022-10-03 15:00:00+00:00,2022-10-03 16:00:00+00:00,0.4364845397633899,0.4361338538315977,19646.131276635126,1,REGIME_FLIP,BEAR,-15.784343373521834,19.646131276635128,-35.43047465015696,-0.001803432653038104,98159.7954338753,0.018402045661246955
ARB-USDT-PERP,LONG,2022-10-03 16:00:00+00:00,2022-10-03 17:00:00+00:00,0.8722677076631954,0.8789279311514686,19639.045181705093,1,REGIME_FLIP,BEAR,149.95445647857989,19.639045181705093,130.3154112968748,0.0066355268339761825,98290.11084517218,0.017098891548278188
SUI-USDT-PERP,LONG,2022-10-03 16:00:00+00:00,2022-10-03 17:00:00+00:00,0.4361338538315977,0.4394639655757343,19631.959086775063,1,REGIME_FLIP,BEAR,149.90035041059355,19.631959086775062,130.2683913238185,0.006635526833976183,98420.379236496,0.015796207635040044
ARB-USDT-PERP,LONG,2022-10-03 17:00:00+00:00,2022-10-03 18:00:00+00:00,0.8789279311514686,0.8827790968081234,19658.022169034437,1,REGIME_FLIP,BEAR,86.13482081057785,19.65802216903444,66.47679864154341,0.0033816626143732048,98486.85603513753,0.015131439648624656
SUI-USDT-PERP,LONG,2022-10-03 17:00:00+00:00,2022-10-03 18:00:00+00:00,0.4394639655757343,0.4413895484040617,19684.075847299202,1,REGIME_FLIP,BEAR,86.24897923859747,19.6840758472992,66.56490339129827,0.0033816626143732048,98553.42093852883,0.014465790614711732
ARB-USDT-PERP,LONG,2022-10-03 18:00:00+00:00,2022-10-03 19:00:00+00:00,0.8827790968081234,0.8829679364497537,19697.371207027507,1,REGIME_FLIP,BEAR,4.213562071466403,19.69737120702751,-15.483809135561106,-0.0007860850553517968,98537.93712939326,0.014620628706067364
SUI-USDT-PERP,LONG,2022-10-03 18:00:00+00:00,2022-10-03 19:00:00+00:00,0.4413895484040617,0.44148396822487684,19710.684187705767,1,REGIME_FLIP,BEAR,4.216409916991296,19.710684187705766,-15.49427427071447,-0.0007860850553517967,98522.44285512254,0.014775571448774573
ARB-USDT-PERP,LONG,2022-10-03 19:00:00+00:00,2022-10-03 20:00:00+00:00,0.8829679364497537,0.8860770179316982,19707.587425878653,1,REGIME_FLIP,BEAR,69.39379403284757,19.707587425878653,49.68620660696891,0.0025211714419048773,98572.12906172952,0.014278709382704837
SUI-USDT-PERP,LONG,2022-10-03 19:00:00+00:00,2022-10-03 20:00:00+00:00,0.44148396822487684,0.4430385089658491,19704.48857102451,1,REGIME_FLIP,BEAR,69.38288243363255,19.704488571024513,49.67839386260803,0.002521171441904877,98621.80745559212,0.013781925444078807
ARB-USDT-PERP,LONG,2022-10-04 22:00:00+00:00,2022-10-04 23:00:00+00:00,0.8838178195928006,0.8858883921305968,19724.361491118427,1,REGIME_FLIP,BEAR,46.20943403007077,19.724361491118426,26.48507253895234,0.0013427594374032415,98648.29252813107,0.013517074718689254
SUI-USDT-PERP,LONG,2022-10-04 22:00:00+00:00,2022-10-04 23:00:00+00:00,0.4419089097964003,0.4429441960652984,19724.361491118427,1,REGIME_FLIP,BEAR,46.20943403007077,19.724361491118426,26.48507253895234,0.0013427594374032415,98674.77760067003,0.013252223993299703
ARB-USDT-PERP,LONG,2022-10-04 23:00:00+00:00,2022-10-05 00:00:00+00:00,0.8858883921305968,0.8829174657669018,19729.658505626216,1,SL,BEAR,-66.16562890060227,19.729658505626215,-85.89528740622849,-0.004353612475438139,98588.8823132638,0.014111176867361937
SUI-USDT-PERP,LONG,2022-10-04 23:00:00+00:00,2022-10-05 00:00:00+00:00,0.4429441960652984,0.4414587328834509,19734.955520134008,1,SL,BEAR,-66.18339303453818,19.734955520134008,-85.91834855467219,-0.004353612475438139,98502.96396470914,0.01497036035290861
ARB-USDT-PERP,LONG,2022-10-05 00:00:00+00:00,2022-10-05 01:00:00+00:00,0.8829174657669018,0.8824430856999858,19717.776462652764,1,REGIME_FLIP,BEAR,-10.594104749829361,19.717776462652765,-30.311881212482128,-0.0015372869892249538,98472.65208349665,0.015273479165033495
SUI-USDT-PERP,LONG,2022-10-05 00:00:00+00:00,2022-10-05 01:00:00+00:00,0.4414587328834509,0.4412215428499929,19700.59279294183,1,REGIME_FLIP,BEAR,-10.584872187666535,19.70059279294183,-30.285464980608367,-0.0015372869892249538,98442.36661851604,0.0155763338148396
ARB-USDT-PERP,LONG,2022-10-05 01:00:00+00:00,2022-10-05 02:00:00+00:00,0.8824430856999858,0.8814500611256386,19694.53041669933,1,REGIME_FLIP,BEAR,-22.16250883590538,19.69453041669933,-41.85703925260471,-0.002125312884693783,98400.50957926344,0.015994904207365615
SUI-USDT-PERP,LONG,2022-10-05 01:00:00+00:00,2022-10-05 02:00:00+00:00,0.4412215428499929,0.4407250305628193,19688.47332370321,1,REGIME_FLIP,BEAR,-22.15569271111306,19.68847332370321,-41.84416603481627,-0.0021253128846937834,98358.66541322862,0.016413345867713796
ARB-USDT-PERP,LONG,2022-10-05 02:00:00+00:00,2022-10-05 03:00:00+00:00,0.8814500611256386,0.8810155905600586,19680.10191585269,1,REGIME_FLIP,BEAR,-9.700407756660933,19.680101915852692,-29.380509672513625,-0.001492904345624708,98329.28490355611,0.016707150964438915
SUI-USDT-PERP,LONG,2022-10-05 02:00:00+00:00,2022-10-05 03:00:00+00:00,0.4407250305628193,0.4405077952800293,19671.733082645726,1,REGIME_FLIP,BEAR,-9.696282722405412,19.671733082645726,-29.368015805051137,-0.001492904345624708,98299.91688775105,0.01700083112248947
ARB-USDT-PERP,LONG,2022-10-05 05:00:00+00:00,2022-10-05 06:00:00+00:00,0.8805130497287734,0.8832953166729075,19659.983377550212,1,REGIME_FLIP,BEAR,62.122102438382534,19.659983377550212,42.46211906083232,0.002159824769196902,98342.37900681188,0.016576209931881167
SUI-USDT-PERP,LONG,2022-10-05 05:00:00+00:00,2022-10-05 06:00:00+00:00,0.4402565248643867,0.44164765833645375,19659.983377550212,1,REGIME_FLIP,BEAR,62.122102438382534,19.659983377550212,42.46211906083232,0.002159824769196902,98384.84112587271,0.016151588741272864
ARB-USDT-PERP,LONG,2022-10-05 07:00:00+00:00,2022-10-05 08:00:00+00:00,0.8862120463721392,0.8878216303800301,19676.968225174543,1,REGIME_FLIP,BEAR,35.738324150153616,19.676968225174544,16.061355924979072,0.000816251555685815,98400.90248179769,0.015990975182023102
SUI-USDT-PERP,LONG,2022-10-05 07:00:00+00:00,2022-10-05 08:00:00+00:00,0.4431060231860696,0.4439108151900151,19676.968225174543,1,REGIME_FLIP,BEAR,35.738324150153616,19.676968225174544,16.061355924979072,0.000816251555685815,98416.96383772267,0.015830361622773344
ARB-USDT-PERP,LONG,2022-10-08 13:00:00+00:00,2022-10-08 15:00:00+00:00,0.9069001239502942,0.9031805664368959,19683.392767544534,2,SL,BULL,-80.72940947321099,19.683392767544536,-100.41280224075552,-0.005101397072476435,98316.55103548191,0.016834489645180875
SUI-USDT-PERP,LONG,2022-10-08 13:00:00+00:00,2022-10-08 15:00:00+00:00,0.4534500619751471,0.45159028321844796,19683.392767544534,2,SL,BULL,-80.72940947321099,19.683392767544536,-100.41280224075552,-0.005101397072476435,98216.13823324116,0.017838617667588406
ARB-USDT-PERP,LONG,2022-10-08 15:00:00+00:00,2022-10-09 05:00:00+00:00,0.9031805664368959,0.9135936112048068,19663.310207096383,14,TP,BULL,226.70431260449243,48.61562653416982,178.0886860703226,0.009056902637179134,98394.22691931148,0.016057730806885228
SUI-USDT-PERP,LONG,2022-10-08 15:00:00+00:00,2022-10-09 05:00:00+00:00,0.45159028321844796,0.4567968056024034,19643.227646648233,14,TP,BULL,226.4727746277334,48.56597435209496,177.90680027563843,0.009056902637179133,98572.13371958712,0.014278662804128836
ARB-USDT-PERP,LONG,2022-10-09 05:00:00+00:00,2022-10-09 14:00:00+00:00,0.9135936112048068,0.9107981791989495,19678.845383862295,9,SL,BULL,-60.21372473458956,49.19711345965574,-109.4108381942453,-0.005559820002649547,98462.72288139287,0.015372771186071332
SUI-USDT-PERP,LONG,2022-10-09 05:00:00+00:00,2022-10-09 14:00:00+00:00,0.4567968056024034,0.4553990895994747,19714.426743917425,9,SL,BULL,-60.322597291807725,49.286066859793564,-109.60866415160129,-0.005559820002649547,98353.11421724127,0.016468857827587346
ARB-USDT-PERP,LONG,2022-10-10 21:00:00+00:00,2022-10-11 08:00:00+00:00,0.8996355549148254,0.908542084291213,19670.622843448255,11,TP,BULL,194.74217003750994,45.84171708109717,148.90045295641278,0.00756968674258362,98502.01467019768,0.014979853298023227
SUI-USDT-PERP,LONG,2022-10-10 21:00:00+00:00,2022-10-11 08:00:00+00:00,0.4498177774574127,0.4542710421456065,19670.622843448255,11,TP,BULL,194.74217003750994,45.84171708109717,148.90045295641278,0.00756968674258362,98650.91512315409,0.013490848768459109
ARB-USDT-PERP,LONG,2022-10-14 06:00:00+00:00,2022-10-14 07:00:00+00:00,0.9070060726369998,0.9027831404982412,19730.18302463082,1,SL,BULL,-91.86181494470584,19.730183024630822,-111.59199796933666,-0.0056559028281707845,98539.32312518475,0.014606768748152536
SUI-USDT-PERP,LONG,2022-10-14 06:00:00+00:00,2022-10-14 07:00:00+00:00,0.4535030363184999,0.4513915702491206,19730.18302463082,1,SL,BULL,-91.86181494470584,19.730183024630822,-111.59199796933666,-0.0056559028281707845,98427.7311272154,0.015722688727845963
ARB-USDT-PERP,LONG,2022-10-14 07:00:00+00:00,2022-10-15 04:00:00+00:00,0.9027831404982412,0.9100464890178995,19707.86462503695,21,TP,BULL,158.5597724730313,64.1731473850575,94.3866250879738,0.004789287265961055,98522.11775230338,0.014778822476966161
SUI-USDT-PERP,LONG,2022-10-14 07:00:00+00:00,2022-10-15 04:00:00+00:00,0.4513915702491206,0.45502324450894976,19685.546225443082,21,TP,BULL,158.38020962191095,64.10047376090867,94.27973586100228,0.004789287265961056,98616.39748816438,0.013836025118356193
ARB-USDT-PERP,LONG,2022-10-16 14:00:00+00:00,2022-10-16 18:00:00+00:00,0.9087815721490985,0.9012107913687636,19723.279497632877,4,SL,BULL,-164.30859727133017,19.723279497632877,-184.03187676896306,-0.009330693548760486,98432.36561139542,0.015676343886045798
SUI-USDT-PERP,LONG,2022-10-16 14:00:00+00:00,2022-10-16 18:00:00+00:00,0.45439078607454925,0.4506053956843818,19723.279497632877,4,SL,BULL,-164.30859727133017,19.723279497632877,-184.03187676896306,-0.009330693548760486,98248.33373462646,0.0175166626537354
ARB-USDT-PERP,LONG,2022-10-16 18:00:00+00:00,2022-10-16 22:00:00+00:00,0.9012107913687636,0.8977676954798732,19686.473122279087,4,SL,BULL,-75.21260877393775,19.686473122279086,-94.89908189621683,-0.004820522259460482,98153.43465273024,0.018465653472697595
SUI-USDT-PERP,LONG,2022-10-16 18:00:00+00:00,2022-10-16 22:00:00+00:00,0.4506053956843818,0.4488838477399366,19649.666746925293,4,SL,BULL,-75.07198919760852,19.649666746925295,-94.72165594453381,-0.004820522259460482,98058.7129967857,0.019412870032142964
ARB-USDT-PERP,LONG,2022-10-17 01:00:00+00:00,2022-10-17 02:00:00+00:00,0.9042577365996559,0.900617844590299,19611.74259935714,1,SL,BULL,-78.94278620761008,19.611742599357143,-98.55452880696723,-0.0050252815785068366,97960.15846797873,0.02039841532021266
